"SubAssociation","SubAssociation1","Score","Association1","Association","movetosubass"
"SUBASS Bl-Rhodalb-Gymndry(Rhytrob)","SUBASS Bl-Rhodalb-Menzfer-Tiartri (Rhytrob wm2)",9.44664031620553,"ASSOC Abielas-Rhodalb-Menzfer-Tiartri (wm zonals)","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)",1
"SUBASS Bl-Rhodalb-Gymndry(Rhytrob)","SUBASS Bl-Gymndry-Ptilcri(typic)",7.05519480519481,"ASSOC Abielas-Gymndry-Corncan-Ptilcri (wk zonals)","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)",1
"SUBASS Bl-Rhodalb-Gymndry(Rhytrob)","SUBASS BlSe-Rhodalb-Valesit(Veravir)",6.96590909090909,"ASSOC AbielasPiceene-Rhodalb-Valesit (dc zonals)","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)",1
"SUBASS Bl-Rhodalb-Gymndry(Tsughet)","SUBASS BlHw-Rhodalb-Tiartri(Rhytrob)",6.125,"ASSOC BlHw - Rhodalb - Tiartri (wh zonals)","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)",1
"SUBASS Bl-Rhodalb-Gymndry(Tsughet)","SUBASS BlHw-Rhodalb-Tiartri(Menzfer)",8.04769736842105,"ASSOC BlHw - Rhodalb - Tiartri (wh zonals)","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)",1
"SUBASS Bl-Rhodalb-Gymndry(Tsughet)","SUBASS BlHw-Rhodalb-Tiartri(Gymndry)",1.5,"ASSOC BlHw - Rhodalb - Tiartri (wh zonals)","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)",1
"SUBASS Bl-Rhodalb-Gymndry(Tsughet)","ASSOC Bl-Rhodalb-Tiartri -Arnica",9.296875,"ASSOC Bl-Rhodalb-Tiartri -Arnica","ASSOC Abielas-Rhodalb-Gymndry (wc zonals)",1
"SUBASS Bl-Rhodalb-Menzfer-Tiartri (Vaccmyt wm4)","ASSOC Abielas-Menzfer-Vaccmyt",8.40178571428572,"ASSOC Abielas-Menzfer-Vaccmyt","ASSOC Abielas-Rhodalb-Menzfer-Tiartri (wm zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Dicranu(Empenig)","SUBASS Bl-Vaccmem-Pleusch(typic)",6.43853820598007,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Dicranu(Empenig)","ASSOC Abielas-Rhodalb-Vaccsco",3.14285714285714,"ASSOC Abielas-Rhodalb-Vaccsco","ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Dicranu(Empenig)","SUBASS BlPl-Vaccmem",9.25,"ASSOC Abielas-Pinucon-Vaccsco - Cladonia","ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Dicranu(Empenig)","ASSOC Abielas-Rhodalb-Empenig",7.41269841269841,"ASSOC Abielas-Rhodalb-Empenig","ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Dicranu(Pinualb)","ASSOC Abielas-Rhodalb-Empenig",7.20413436692507,"ASSOC Abielas-Rhodalb-Empenig","ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Dicranu(Pinualb)","ASSOC Abielas-Rhodalb-Vaccsco",8.41587711742751,"ASSOC Abielas-Rhodalb-Vaccsco","ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Dicranu(typic)","ASSOC Abielas-Rhodalb-Vaccmem-Dicranu",7.85961538461538,"ASSOC Abielas-Rhodalb-Vaccmem-Dicranu","ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Dicranu(typic)","SUBASS Bl-Vaccmem-Pleusch(typic)",8.28689624329159,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Dicranu(typic)","ASSOC Abielas-Rhodalb-Vaccsco",7.59864672364672,"ASSOC Abielas-Rhodalb-Vaccsco","ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Dicrsco)","SUBASS Bl-Vaccmem-Pleusch(typic)",7.12517099863201,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Hylospl)","ASSOC Abielas Rhodalb-Vaccvit",8.16193181818182,"ASSOC Abielas Rhodalb-Vaccvit","ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Hylospl)","SUBASS Bl-Vaccmem-Pleusch(typic)",4.86991279069767,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Ribetri)","ASSOC Abielas Rhodalb-Vaccvit",4.54909090909091,"ASSOC Abielas Rhodalb-Vaccvit","ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Ribetri)","SUBASS BlSe-Rhodalb-Valesit(Pleusch)(dc3)",5.0625,"ASSOC AbielasPiceene-Rhodalb-Valesit (dc zonals)","ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Ribetri)","SUBASS Bl-Rhodalb-Pleusch-Dicranu(typic)",6.29769230769231,"ASSOC Abielas-Rhodalb-Pleusch-Dicranu (dv zonals)","ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Ribetri)","SUBASS Bl-Rhodalb-Rubuped-Dicranu(Menzfer)",9.35694915254237,"ASSOC Abielas-Menzfer-Rubuped-Dicranu","ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)",1
"SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Ribetri)","SUBASS Bl-Vaccmem-Pleusch(typic)",6.15395348837209,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)",1
"SUBASS Bl-Rhodalb-Rubuped-Dicranu(Menzfer)","ASSOC Abielas-Menzfer-Ribelac",3.12269712601326,"ASSOC Abielas-Menzfer-Ribelac","ASSOC Abielas-Menzfer-Rubuped-Dicranu",1
"SUBASS Bl-Vaccmem-Xeroten","SUBASS BlSe-Rhodalb-Xeroten",1,"ASSOC Abielas-Rhodalb-Vaccmem-Xeroten","%ASSOC Bl-Vaccmem-Xeroten",1
"SUBASS Bl-Vaccmem-Xeroten","%ASSOC BlLa - Heron s-bill moss",2.66666666666667,"%ASSOC BlLa - Heron s-bill moss","%ASSOC Bl-Vaccmem-Xeroten",1
"SUBASS Bl-Vaccmem-Xeroten","SUBASS BlSe-Rhodalb-Xeroten (Arnica)",6.41666666666667,"ASSOC Abielas-Rhodalb-Vaccmem-Xeroten","%ASSOC Bl-Vaccmem-Xeroten",1
"SUBASS Bl-Valesit-Tiarell (Erigper)","ASSOC Abielas-Valesit-Arnica(dry)",6.84331797235023,"ASSOC Abielas-Valesit-Arnica(dry)","ASSOC Abielas-Valesit-Tiarella-Mnium (wetter)",1
"SUBASS Bl-Valesit-Tiarell (Strelan)","ASSOC Abielas-Valesit-Arnica(dry)",6.30473575840769,"ASSOC Abielas-Valesit-Arnica(dry)","ASSOC Abielas-Valesit-Tiarella-Mnium (wetter)",1
"SUBASS Bl-Valesit-Tiarell (Strelan)","SUBASS Piceng-Equiarv-Valesit (Leptpyr)",9.36406619385343,"ASSOC Piceeng-Abielas-Equiarv-Valesit","ASSOC Abielas-Valesit-Tiarella-Mnium (wetter)",1
"SUBASS Bl-Valesit-Tiarell (Strelan)","SUBASS Bl-Valesit-Veravir-Trolalb",4.51063829787234,"ASSOC Abielas-Valesit-Veravir-Trolalb (moist woodland)","ASSOC Abielas-Valesit-Tiarella-Mnium (wetter)",1
"SUBASS Bl-Valesit-Tiarell (Strelan)","Ws08.1 SUBASS Piceeng-Equiarv-Valesit (Trolalb Southern)",8.95744680851064,"ASSOC Piceeng-Abielas-Equiarv-Valesit","ASSOC Abielas-Valesit-Tiarella-Mnium (wetter)",1
"SUBASS Bl-Valesit-Tiarell (Strelan)","ASSOC Bl-Senetri-Ligucan (S Columbia)",1.77272727272727,"ASSOC Bl-Senetri-Ligucan (S Columbia)","ASSOC Abielas-Valesit-Tiarella-Mnium (wetter)",1
"SUBASS Bl-Valesit-Trollax","SUBASS Bl-Valesit-Tiarell (Strelan)",5.70646982197134,"ASSOC Abielas-Valesit-Tiarella-Mnium (wetter)","ASSOC Abielas-Valesit-Trollax",1
"SUBASS Bl-Valesit-Trollax","SUBASS BlSe-Vaccsco-Barblyc",8.38520408163265,"ASSOC BlSe-Vaccsco-Valesit (xc zonals)","ASSOC Abielas-Valesit-Trollax",1
"SUBASS Bl-Valesit-Trollax","ASSOC Abielas-Valesit-Arnica(dry)",7.07570770243581,"ASSOC Abielas-Valesit-Arnica(dry)","ASSOC Abielas-Valesit-Trollax",1
"SUBASS Bl-Valesit-Trollax","SUBASS BlSe-Rhodalb-Valesit(Vaccsco)(dc2)",9.37683910773612,"ASSOC AbielasPiceene-Rhodalb-Valesit (dc zonals)","ASSOC Abielas-Valesit-Trollax",1
"SUBASS Bl-Valesit-Veravir-Trolalb","ASSOC Bl-Senetri-Ligucan (S Columbia)",3.18181818181818,"ASSOC Bl-Senetri-Ligucan (S Columbia)","ASSOC Abielas-Valesit-Veravir-Trolalb (moist woodland)",1
"SUBASS BlHm-Vaccmem(Menzfer)","%ASSOC Abielas-Tsugmer-Strelan (ESSFmk zonal)",5.62538699690402,"%ASSOC Abielas-Tsugmer-Strelan (ESSFmk zonal)","ASSOC Abielas-(Tsugmer)-Vaccmem (wv zonal)",1
"SUBASS BlHm-Vaccmem(Menzfer)","ASSOC Abielas-Menzfer-Ribelac",8.04731457800512,"ASSOC Abielas-Menzfer-Ribelac","ASSOC Abielas-(Tsugmer)-Vaccmem (wv zonal)",1
"SUBASS BlHm-Vaccmem(Menzfer)","SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)",0.41304347826087,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Abielas-(Tsugmer)-Vaccmem (wv zonal)",1
"SUBASS BlHm-Vaccmem(Pleusch)","%ASSOC Abielas-Tsugmer-Strelan (ESSFmk zonal)",3.33333333333333,"%ASSOC Abielas-Tsugmer-Strelan (ESSFmk zonal)","ASSOC Abielas-(Tsugmer)-Vaccmem (wv zonal)",1
"SUBASS BlHm-Vaccmem(Pleusch)","ASSOC Abielas-Vaccmem-Empenig",7.21367521367521,"ASSOC Abielas-Vaccmem-Empenig","ASSOC Abielas-(Tsugmer)-Vaccmem (wv zonal)",1
"SUBASS BlHm-Vaccmem(Pleusch)","SUBASS Bl-Vaccmem-Pleusch(Barblyc - mc zonal)",1.52173913043478,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Abielas-(Tsugmer)-Vaccmem (wv zonal)",1
"SUBASS BlHw-Rhodalb-Tiartri(Rhytrob)","ASSOC Abieslas-Rhodalb-Vaccmem-Tiartri",7.32896890343699,"ASSOC Abieslas-Rhodalb-Vaccmem-Tiartri","ASSOC BlHw - Rhodalb - Tiartri (wh zonals)",1
"SUBASS BlHw-Rhodalb-Tiartri(Rhytrob)","ASSOC BlHw-Vaccmem-Rhytrob",3.46153846153846,"ASSOC BlHw-Vaccmem-Rhytrob","ASSOC BlHw - Rhodalb - Tiartri (wh zonals)",1
"SUBASS BlPl-Vaccmem","ASSOC Abielas-Pinucon-Paximyr-Vaccsco",3.02083333333333,"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","ASSOC Abielas-Pinucon-Vaccsco - Cladonia",1
"SUBASS BlPl-Vaccsco-Cladoni(Abielas)","ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3",2.6613475177305,"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","ASSOC Abielas-Pinucon-Vaccsco-Cladoni",1
"SUBASS BlPl-Vaccsco-Cladoni(typic)","ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3",0,"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","ASSOC Abielas-Pinucon-Vaccsco-Cladoni",1
"SUBASS BlSe-Rhodalb-Valesit(Tiartri)(dc1)","SUBASS Bl-Rhodalb-Menzfer-Tiartri (Rhytrob wm2)",9.3689776733255,"ASSOC Abielas-Rhodalb-Menzfer-Tiartri (wm zonals)","ASSOC AbielasPiceene-Rhodalb-Valesit (dc zonals)",1
"SUBASS BlSe-Rhodalb-Valesit(Vaccsco)(dc2)","ASSOC Abielas-Rhodalb-Vaccsco",1.81395348837209,"ASSOC Abielas-Rhodalb-Vaccsco","ASSOC AbielasPiceene-Rhodalb-Valesit (dc zonals)",1
"SUBASS BlSe-Rhodalb-Valesit(Vaccsco)(dc2)","SUBASS BlBa-Rhodalb-Rubuped(Valesit)",6.36363636363636,"ASSOC Abielas-Abieama-Rhodalb-Rubuped (ESSFmw zonals)","ASSOC AbielasPiceene-Rhodalb-Valesit (dc zonals)",1
"SUBASS BlSe-Rhodalb-Xeroten","SUBASS Bl-Menzfer-Rhodalb-Xeroten(typic)",7.53846153846154,"ASSOC Abielas-Menzfer-Rhodalb-Xeroten","ASSOC Abielas-Rhodalb-Vaccmem-Xeroten",1
"SUBASS BlSe-Rhodalb-Xeroten (Arnica)","SUBASS Bl-Menzfer-Rhodalb-Xeroten(typic)",4.32211538461539,"ASSOC Abielas-Menzfer-Rhodalb-Xeroten","ASSOC Abielas-Rhodalb-Vaccmem-Xeroten",1
"SUBASS FdSx-Calarub(Petafri)","%ASSOC Piceene-Pseumen-Oryzasp-Geocliv",9.38888888888889,"%ASSOC Piceene-Pseumen-Oryzasp-Geocliv","ASSOC Pseumen-Piceene-Calarub (SBSdw)",1
"SUBASS FdSx-Calarub(Vaccmyl)","SUBASS SxwFd-Rhyttri(Oryzasp)",2.92307692307692,"ASSOC Piceene-Pseumen-Rhyttri (SBSdh)","ASSOC Pseumen-Piceene-Calarub (SBSdw)",1
"SUBASS Pa-Cladoni-Dicrfus(Menzfer)","%ASSOC Abielas-Tsugmer-Strelan (ESSFmk zonal)",9.23947368421052,"%ASSOC Abielas-Tsugmer-Strelan (ESSFmk zonal)","ASSOC BlPaHm-Cladoni-Dicrfus",1
"SUBASS Piceeng-Equivar-Valesit(Petafri)","SUBASS Bl-Gymndry-Equiset(typic)",4.73803827751196,"ASSOC Abielas-Gymndry-Equiset (Northern)","ASSOC Piceeng-Abielas-Equiarv-Valesit",1
"SUBASS Pl-Calarub-Arctuva(Junicom)","SUBASS Pl-Arctuva-Cladoni(Pleusch)",5.84615384615385,"ASSOC Pinucon-Arctuva-Cladoni (SBPSxc zonal)","ASSOC Pinucon-Calarub-Arctuva",1
"SUBASS Pl-Calarub-Pleusch(Arnicor)","SUBASS FdSx-Calarub(Vaccmyl)",6.17139001349528,"ASSOC Pseumen-Piceene-Calarub (SBSdw)","ASSOC Pinucon-Calarub-Pleusch",1
"SUBASS Pl-Calarub-Vaccsco-Pleusch(Abielas) (MSxk1)","SUBASS Pl-Calarub-Vaccsco(Pleusch)",0,"ASSOC Pinucon-Calarub-Vaccsco","ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk)",1
"SUBASS Pl-Calarub-Vaccsco-Pleusch(Abielas) (MSxk1)","ASSOC Pl-Calarub-Vaccsco-Arctuva",0.758620689655172,"ASSOC Pl-Calarub-Vaccsco-Arctuva","ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk)",1
"SUBASS Pl-Calarub-Vaccsco-Pleusch(Corncan)(MSxk2)","SUBASS Pl-Calarub-Vaccsco(Pleusch)",9.29096989966555,"ASSOC Pinucon-Calarub-Vaccsco","ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk)",1
"SUBASS Pl-Calarub-Vaccsco-Pleusch(Junicom)(MSxk3)","ASSOC Pl-Calarub-Vaccsco-Arctuva",8.87448275862069,"ASSOC Pl-Calarub-Vaccsco-Arctuva","ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk)",1
"SUBASS Pl-Calarub-Vaccsco(Pleusch)","SUBASS Sxw-Paximyr-Pleusch(typic)",8.71546505228399,"ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)","ASSOC Pinucon-Calarub-Vaccsco",1
"SUBASS Pl-Calarub-Vaccsco(Pleusch)","ASSOC Pl-Calarub-Vaccsco-Arctuva",6.8575712143928,"ASSOC Pl-Calarub-Vaccsco-Arctuva","ASSOC Pinucon-Calarub-Vaccsco",1
"SUBASS Pl-Calarub-Vaccsco(typic)","ASSOC PlBl-Vaccsco(Calarub)",9.6,"ASSOC PlBl-Vaccsco(Calarub)","ASSOC Pinucon-Calarub-Vaccsco",1
"SUBASS Pl-Pleusch-Cladina(Pyrola)","ASSOC Piceene-Spirbet-Rosaaci-Pleusch",5.19298245614035,"ASSOC Piceene-Spirbet-Rosaaci-Pleusch","ASSOC Pinucon-Pleusch-Cladina",1
"SUBASS Pl-Pleusch-Cladina(Pyrola)","ASSOC Picegla-Pinucon-Shepcan-Geocliv",6.46198830409357,"ASSOC Picegla-Pinucon-Shepcan-Geocliv","ASSOC Pinucon-Pleusch-Cladina",1
"SUBASS Pl-Vaccmem-Cladoni(typic)","SUBASS Pl-Pleusch-Cladina(Pyrola)",9.78571428571428,"ASSOC Pinucon-Pleusch-Cladina","ASSOC Pinucon-Vaccmem-Cladoni",1
"SUBASS Pl-Vaccmem-Cladoni(typic)","SUBASS PlBl-Cladina(Dicranu)",7.26190476190476,"%ASSOC Pinucon-Abielas-Cladina%","ASSOC Pinucon-Vaccmem-Cladoni",1
"SUBASS Pl-Vaccmem-Cladoni(typic)","SUBASS Bl-Vaccmem-Pleusch(typic)",8.58084163898117,"ASSOC Abielas-Vaccmem-Pleusch (mc zonals)","ASSOC Pinucon-Vaccmem-Cladoni",1
"SUBASS Pl-Vaccsco-Cladoni(Empenig)","SUBASS BlPl-Vaccsco-Cladoni(typic)",9.95789473684211,"ASSOC Abielas-Pinucon-Vaccsco-Cladoni","ASSOC Pinucon-Vaccsco-Cladoni",1
"SUBASS Pl-Vaccsco-Cladoni(Empenig)","ASSOC Pinucon-Festalt-Stercau",8.67631578947368,"ASSOC Pinucon-Festalt-Stercau","ASSOC Pinucon-Vaccsco-Cladoni",1
"SUBASS Pl-Vaccsco-Cladoni(Junicom-typic)","ASSOC PlBl-Vaccsco(Calarub)",9.26428571428571,"ASSOC PlBl-Vaccsco(Calarub)","ASSOC Pinucon-Vaccsco-Cladoni",1
"SUBASS Pl-Vaccsco-Cladoni(Junicom-typic)","ASSOC Pinucon-Junicom-Calarub",6.77941176470588,"ASSOC Pinucon-Junicom-Calarub","ASSOC Pinucon-Vaccsco-Cladoni",1
"SUBASS Pl-Vaccsco-Cladoni(Junicom-typic)","SUBASS PlBl-Vaccmem-Cladoni(typic)",9.32142857142857,"ASSOC Pinucon-Abielas-Vaccmem-Cladoni","ASSOC Pinucon-Vaccsco-Cladoni",1
"SUBASS Pl-Vaccsco-Pleusch(Abielas)","SUBASS BlPl-Vaccsco-Cladoni(Abielas)",6.30434782608696,"ASSOC Abielas-Pinucon-Vaccsco-Cladoni","ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)",1
"SUBASS Pl-Vaccsco-Pleusch(Abielas)","SUBASS PlSxw-Rhodneo-Vaccsco (Pleusch)",3.21070234113712,"ASSOC Pinucon-Piceene-Rhodneo-Vaccsco","ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)",1
"SUBASS Pl-Vaccsco-Pleusch(Abielas)","SUBASS Sxw-Paximyr-Pleusch(typic)",7.7958172812328,"ASSOC Piceene-Paximyr-Pleusch (zonal MSdm)","ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)",1
"SUBASS Pl-Vaccsco-Pleusch(Abielas)","SUBASS PlBl-Vaccmem-Vaccsco(typic)",6.73101449275362,"ASSOC Abielas-Pinucon-Vaccsco - Cladonia","ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)",1
"SUBASS Pl-Vaccsco-Pleusch(Empenig)","SUBASS PlSxw-Rhodneo-Vaccsco (Empenig)",7.14285714285714,"ASSOC Pinucon-Piceene-Rhodneo-Vaccsco","ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)",1
"SUBASS Pl-Vaccsco-Pleusch(Empenig)","SUBASS Pl-Vaccsco-Cladoni(Empenig)",0.939393939393939,"ASSOC Pinucon-Vaccsco-Cladoni","ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)",1
"SUBASS Pl-Vaccsco-Pleusch(Empenig)","SUBASS Pl-Calarub-Vaccsco-Pleusch(Junicom)(MSxk3)",7.00393939393939,"ASSOC Pinucon-Calarub-Vaccsco-Pleusch (MSxk)","ASSOC Pinucon-Vaccsco-Pleusch (MSxv zonal)",1
"SUBASS PlBl-Vaccmem-Cladoni(Pinualb)","ASSOC BlPa - Vaccmem - Paximyr",2.68636363636364,"ASSOC BlPa - Vaccmem - Paximyr","ASSOC Pinucon-Abielas-Vaccmem-Cladoni",1
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","SUBASS BlPl-Vaccsco-Cladoni(Abielas)",2.78083333333333,"ASSOC Abielas-Pinucon-Vaccsco-Cladoni","ASSOC Abielas-Pinucon-Vaccsco - Cladonia",1
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3",8.5531914893617,"ASSOC Bl-Vaccsco-Dicranu(Linnbor)xc3","ASSOC Abielas-Pinucon-Vaccsco - Cladonia",1
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","ASSOC Abielas-Pinucon-Paximyr-Vaccsco",5.54166666666667,"ASSOC Abielas-Pinucon-Paximyr-Vaccsco","ASSOC Abielas-Pinucon-Vaccsco - Cladonia",1
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","ASSOC BlSe-Vaccsco-Valesit (xc zonals)",7.92,"ASSOC BlSe-Vaccsco-Valesit (xc zonals)","ASSOC Abielas-Pinucon-Vaccsco - Cladonia",1
"SUBASS PlBl-Vaccmem-Vaccsco(typic)","ASSOC Abielas-Pinucon-Menzfer-Vaccsco",9.88943396226415,"ASSOC Abielas-Pinucon-Menzfer-Vaccsco","ASSOC Abielas-Pinucon-Vaccsco - Cladonia",1
"SUBASS Sb-Vaccmem-Vaccvit(Abielas)","ASSOC Picemar-Ledugro-Hylospl",1.83870967741935,"ASSOC Picemar-Ledugro-Hylospl","ASSOC Picemar-Vaccmem-Vaccvit",1
"SUBASS Sb-Vaccmem-Vaccvit(typic)","ASSOC Picemar-Ledugro-Hylospl",5.16,"ASSOC Picemar-Ledugro-Hylospl","ASSOC Picemar-Vaccmem-Vaccvit",1
"SUBASS SeBl-Oplohor-Athyfil","Ws1? ASSOC Sxw(Cw)-Equiset-Athyfil (ICH)",9.01601830663616,"Ws1? ASSOC Sxw(Cw)-Equiset-Athyfil (ICH)","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS SeBl-Oplohor-Athyfil","SUBASS Bl-Oplohor-Athyfil(Valesit)",5.09288537549407,"ASSOC Piceng-Oplohor-Athyfil","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS SeBl-Oplohor-Athyfil","SUBASS SeBl-Oplohor-Athyfil(Thujpli)",4.45108695652174,"ASSOC Piceng-Oplohor-Athyfil","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS SeBl-Oplohor-Athyfil","ASSOC Piceeng-Oplohor-Athyfil(Tsughet)",3.31578947368421,"ASSOC Piceeng-Oplohor-Athyfil(Tsughet)","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS SeBl-Oplohor-Athyfil","SUBASS Bl-Athyfil-Gymndry(Alnuvir)",7.95986622073579,"ASSOC Abielas-Piceeng-Athyfil-Gymndry","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS SeBl-Oplohor-Athyfil","ASSOC SeBl-Ribelac-Gymndry",5.71395881006865,"ASSOC SeBl-Ribelac-Gymndry","ASSOC Piceene-Oplohor-Athyfil (ICH)",1
"SUBASS SeBl-Oplohor-Athyfil(Thujpli)","ASSOC SeBl-Ribelac-Gymndry",7.38157894736842,"ASSOC SeBl-Ribelac-Gymndry","ASSOC Piceng-Oplohor-Athyfil",1
"SUBASS SeBl-Rhodneo-Vaccsco (Se)","SUBASS PlSxw-Rhodneo-Vaccsco (Pleusch)",9.40384615384615,"ASSOC Pinucon-Piceene-Rhodneo-Vaccsco","ASSOC Piceene-Abielas-Rhodneo-Vaccsco",1
"SUBASS Sw-Ribetri-Equiset(typic)","SUBASS Sxw-Equiset(Loniinv)",9.34853905784138,"ASSOC Sxw-Loniinv-Equiset-Hylospl (SBS)","ASSOC Picegla-Ribetri-Equiset",1
"SUBASS Sw-Vaccmem-Hylospl(Spirbet)","SUBASS Sx-Vaccmem(typic)",6.22766457680251,"ASSOC Piceene-Vaccmem (SBSmc zonals)","ASSOC Picegla-Vaccmem-Hylospl",1
"SUBASS Sw-Vaccmem-Hylospl(typic)","SUBASS Sb-Vaccmem-Petafri(Pleusch)",4.5625,"ASSOC Picemar-Vaccmem-Petafri [[ISSUE Cold Subboreal]]","ASSOC Picegla-Vaccmem-Hylospl",1
"SUBASS Sw-Vaccmem-Hylospl(typic)","SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Hylospl)",7.59375,"ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals)","ASSOC Picegla-Vaccmem-Hylospl",1
"SUBASS Sw-Vaccmem-Hylospl(typic)","SUBASS Sx-Vaccmem(typic)",6.43052738336714,"ASSOC Piceene-Vaccmem (SBSmc zonals)","ASSOC Picegla-Vaccmem-Hylospl",1
"SUBASS Sw-Vaccmem-Hylospl(typic)","ASSOC Picegla-Shepcan-Hylospl",6.46270466949666,"ASSOC Picegla-Shepcan-Hylospl","ASSOC Picegla-Vaccmem-Hylospl",1
"SUBASS Sw-Vaccmem-Hylospl(Vaccvit)","ASSOC Picegla-Shepcan-Hylospl",7.27835051546392,"ASSOC Picegla-Shepcan-Hylospl","ASSOC Picegla-Vaccmem-Hylospl",1
"SUBASS Sx-Oplohor(Pseumen)","SUBASS Bl-Oplohor-Gymndry(Ptilcri)",6.1960623461854,"","ASSOC Picene-Pseumen-Oplohor",1
"SUBASS Sx-Oplohor(Pseumen)","SUBASS Sxw-Oplohor-Athyfil",7.09153318077803,"ASSOC Piceene-Oplohor-Athyfil (ICH)","ASSOC Picene-Pseumen-Oplohor",1
"SUBASS Sx-Vaccmem-Vibuedu(Mertpan)","SUBASS Sxw-Equiset(Loniinv)",8.39160839160839,"ASSOC Sxw-Loniinv-Equiset-Hylospl (SBS)","ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals)",1
